"peso" "comp"
36.6532088077259 18.9738877874333
18.7346792578264 5.99542228621431
23.5861342216402 12.4886786856223
18.1681142546951 5.00389213324524
31.046475149538 18.7454557279125
35.3589235933074 19.3608304299414
26.3453521873765 10.2784013119526
26.1992965558243 11.2973653082736
31.4506935431755 13.5957006551325
18.2427539012783 7.16989936074242
26.4387945534199 11.0374160390347
19.7747514722708 6.0932841419708
19.3329010086864 6.68114174040966
31.1303400565324 15.5689672625158
34.2953119100328 19.1117885103449
19.7341105328909 5.80141875776462
32.9793786476573 14.981349533191
20.9055854700511 5.7632165052928
21.4837563452516 6.72306563123129
19.6215146709029 8.24718869407661
33.1534538062801 17.8055807051715
18.8768213059851 8.86568202637136
18.2307644889031 6.43903405405581
27.3222900516083 12.6840417447966
26.647721589451 8.66416855016723
39.7598108488631 19.3996258662082
31.5351368018567 15.8994326624088
26.9562096273156 12.0653759129345
23.0301052762965 11.3242868985981
36.9983731316513 18.5590541735291
19.4639369070057 6.76753887091763
30.2584167709416 15.1972536300309
20.9959458693214 5.33681176835671
29.5726832026104 13.0747264844831
20.285632995612 12.5449397100601
32.0764080232075 19.2029588448349
33.0782901180685 15.4743587761186
24.5183879543679 10.8714293153025
22.7093445209916 8.41616704827175
33.3668400247019 16.8764564476442
32.8551940604024 16.4932989154477
32.7028815028413 17.8991100529674
30.2076449570001 16.4342036971357
26.16223952302 15.9384234494064
24.1328834800696 8.86738679371774
29.4837474478321 16.2094326643273
36.8519205453091 18.9953565306496
32.3050086124739 14.5718503161334
18.326784018565 6.13288446445949
30.4420681123608 18.9100659859832
12.6369405434188 5.23003072594292
28.9055663185489 12.1332055039238
32.2566277551759 14.8048951465171
33.0546433837898 18.0807936994825
21.6253408389514 10.1972407894209
18.6324241202233 5.53357666591182
20.8431687329247 10.6755852990318
24.042916644222 9.48324718861841
34.9288071982297 18.6256545060314
25.3795394895836 14.2271227377933
20.85951050975 8.10262643266469
21.3846801193864 6.71906572766602
33.1675277371335 16.256687969435
32.8719623095515 19.0011429216247
25.557997020829 11.2204420543276
34.1839613773557 19.3214877252467
22.5612399147481 11.8154208478518
22.9973735000428 7.88778922287747
27.3035349078639 11.2978193105664
23.7513882898795 6.61801911890507
27.9650240526889 14.8671456519514
17.3991818781663 7.5483402214013
31.5504629737956 16.1650454963092
16.4840655817697 5.8294311654754
29.1171971973331 13.134267606074
24.6131580356306 9.10627441830002
26.1886198171258 11.402762781363
22.1764598429224 5.11079393443651
28.3585483768608 17.419016250642
26.2583189569854 12.6252504892182
26.3338895529289 13.7028930778615
34.0201605206565 16.4182499074377
29.9261888884158 15.3460337594151
28.9052360709205 13.5446513444185
20.3985051348435 9.26836219849065
31.4898681982578 17.6785810035653
33.8593904051724 18.0273910262622
32.6958370321229 17.9415059601888
35.9937839722231 19.7962308977731
25.786915811552 11.831702349009
30.3101341232993 14.3667119252495
32.792194994041 17.9144316865131
16.5478801936047 7.62226395891048
21.3545946122166 10.2587730181403
34.25542733898 16.8812102021184
21.2732692064481 11.0308993887156
28.5858265850182 10.3054162592161
