"react" "temp"
"1" 3.86430550221384 11.8488225992769
"2" 6.00256956839733 17.023740359582
"3" 5.40066737074249 15.7332633482292
"4" 4.46259641515656 11.6805192036554
"5" 6.68944535855822 19.4383933884092
"6" 6.77821259670473 19.4347495865077
"7" 4.25126901038147 11.2915897672065
"8" 6.51557931763788 18.3344881562516
"9" 5.14722400240586 14.6801851550117
"10" 5.2946161703507 15.4998374171555
"11" 5.3388901011832 15.5267406697385
"12" 4.17148832250435 12.3889475944452
"13" 5.90102304339119 17.6051331311464
"14" 4.23064791914371 11.8082010070793
"15" 4.96654403019927 14.0528218122199
"16" 6.28392811318352 18.535484529566
"17" 6.33737483328057 19.76398489438
"18" 4.30913537125289 12.2582546109334
"19" 5.51513718080901 14.4480922911316
"20" 4.14943706015251 10.7497942470945
"21" 6.18388036260174 16.6189875849523
"22" 4.90155188279905 13.8754954258911
"23" 6.29249868354679 18.3688917686231
"24" 4.21467203192429 11.5050144074485
"25" 4.60206319375456 13.4727224893868
"26" 5.09866226466336 14.8877323139459
"27" 4.66100085971626 11.4924686285667
"28" 4.75873835955847 13.5706259007566
"29" 6.94307524717411 19.6264404826798
"30" 3.98760148444547 11.3237200328149
"31" 3.43806792791308 10.1041452540085
"32" 4.22933250729682 11.6464224201627
"33" 6.41774893878936 18.1019214447588
"34" 6.6344290710693 18.6886103684083
"35" 5.67716904245526 15.1428176299669
"36" 5.32394041836346 16.2719628657214
"37" 6.73953551297534 18.4442900307477
"38" 4.51398285615367 12.8487057425082
"39" 5.83330989566517 16.6722564771771
"40" 4.3526562155819 11.5046975202858
"41" 6.58118456567164 19.8172786226496
"42" 4.2912628064361 12.9701073514298
"43" 4.04939370781649 11.1508407536894
"44" 4.30643859622276 11.632008717861
"45" 6.45302810227476 19.4404180813581
"46" 6.0003363376038 17.9486382356845
"47" 6.79015359349376 19.7468789760023
"48" 4.81893307005496 13.4908841061406
"49" 5.39287919497084 15.019698808901
"50" 6.22044726285157 18.10397262685
